state,lag_year2,lag_year,seismicity_dummy,p_obj_dummy,GEOID,STATEFP,CountyMatch,CountyClean,id,small_tree_node,large_tree_node,contrib,sub_date,county,zone,soil,above_stories,below_stories,area,age,model,historic,base_year,c_total,source,scope,add_space,p_obj,rehab1,rehab2,rehab3,rehab4,rehab5,rehab6,asbestos,disabled,sys_imp,repair,occup_cond,structure,ext_falling,selected_ints,all_ints,c_struct,uncert_areas,uncert_total,uncert_struct,c_relocation,c_a_e_fees,c_proj_mgr,duration,c_repair,c_asbestos,c_disabled,c_sys_imp,c_nonstruct,plan,base_x,base_y,floor_x,floor_y,story_h,total_h,roofframe,floorframe,diaphragm,cladding,settling,condition_type,column_type,bearing_walls,foundations,long_lateral,tran_lateral,cost_per_sf,timefactor,statefactor,totalfactor,f_c_total,f_c_struct,f_c_relocation,f_c_a_e_fees,f_c_proj_mgr,f_c_repair,f_c_asbestos,f_c_disabled,f_c_sys_imp,f_c_nonstruct,qualityfactor,code_used,special,rehab,stories,bldg_age_now,bldg_age,lnage,age0,bldg_group,bldg_group_dummy,model_dummy,seismicity,zone_dummy,s_p,s_p_dummy,historic_dummy,area_group,IsCity,COUNTYNAME,COUNTYFP,wmean_haz_pga050,mean_haz_pga050,med_haz_pga050,max_haz_pga050,min_haz_pga050,wmean_haz_pga250,mean_haz_pga250,med_haz_pga250,max_haz_pga250,min_haz_pga250,wmean_haz_5hz050,mean_haz_5hz050,med_haz_5hz050,max_haz_5hz050,min_haz_5hz050,wmean_haz_5hz250,mean_haz_5hz250,med_haz_5hz250,max_haz_5hz250,min_haz_5hz250,wmean_haz_1hz050,mean_haz_1hz050,med_haz_1hz050,max_haz_1hz050,min_haz_1hz050,wmean_haz_1hz250,mean_haz_1hz250,med_haz_1hz250,max_haz_1hz250,min_haz_1hz250,state_haz_pga050,state_pop_pga050,state_area_pga050,state_haz_pga250,state_pop_pga250,state_area_pga250,state_haz_5hz050,state_pop_5hz050,state_area_5hz050,state_haz_5hz250,state_pop_5hz250,state_area_5hz250,state_haz_1hz050,state_pop_1hz050,state_area_1hz050,state_haz_1hz250,state_pop_1hz250,state_area_1hz250,county_haz_pga050,county_pop_pga050,county_area_pga050,county_haz_pga250,county_pop_pga250,county_area_pga250,county_haz_5hz050,county_pop_5hz050,county_area_5hz050,county_haz_5hz250,county_pop_5hz250,county_area_5hz250,county_haz_1hz050,county_pop_1hz050,county_area_1hz050,county_haz_1hz250,county_pop_1hz250,county_area_1hz250,zone_pga050,seismicity_pga050,c_ca1993,c_bci1993,c_bci2016,c_bciCA16,c_cci1993,c_cci2016,bci2016,avg_c,lag_c,lag_c2,lag_c12,height_dummy,age_dummy,p_obj2,state_name,HazusRegion,fips,CensusRegion,CensusRegionNumber,CensusDivision,fold_id,ytrue,ystruct,ytotal,logy,logys,logyt,ylevel,ystruct16,ystruct19,sp_dummy,bp_dummy,bs_dummy
NE,1988,1989,M,LS,31109,31,LANCASTER,LANCASTER,1031,10,12,GSA,1993-07-01,LANCASTER,3,,4,1,351000,1970,C2,N,1990,289000,S,MIN,,LS,,,,,,,N,N,N,N,,I,NE,NE,NE,289000,F,P,P,,,,,,,,,,R,290,240,290,240,,,S,S,MDF,N,,,C,C,P,SW,SW,0.82,1.0788,1.33574,1.44104,416460,416460,0,0,0,0,0,0,0,0,6,1988 UBC,,,5,47,20,2.995732273553991,0,8,8,C2,M,3,2,2,N,Very Large,0,Lancaster County,109,1,1,1,1,1,3,3,3,4,2,2,2,2,2,2,4,4,4,4,4,1,1,1,1,1,3,3,3,4,2,1.0085845235308315,1880730,200329008558.19592,2.1617355200467525,2141369,200329008026.75146,2.018911472293893,1873102,200329008525.78174,4.22466725619788,2056025,200329006091.30545,1.000000731231339,1828116,200329008558.6272,2.0175668929573254,1874683,200329008603.71533,1,285407,2192117419.1781025,2.0000031027709158,289795,2192117419.177538,2,285407,2192117419.1781025,4,285407,2192117419.1781025,1,285407,2192117419.1781025,2.0000647675044423,293228,2192117419.179902,1,L,416460.56000000006,369011.86630328867,695284.3742597011,1408151021.5916,334948.23821627244,664624.7383262619,1.669508330536032,,2.2273742186927805,2.5412407881387127,4.768615006831493,Mid Rise,Post-1970,LS,Nebraska,Mid-West,31,Midwest,2,West North Central,8,1.186497321937322,1.186497321937322,1.186497321937322,0.17100553977973237,0.17100553977973237,0.17100553977973237,416460.56000000006,1.9808671631330514,2.1531622520787255,L:LS,8:LS,8:L
NH,1974,1975,M,DC,33011,33,HILLSBOROUGH,HILLSBOROUGH,1032,9,36,VA,1993-07-26,HILLSBOROUGH,3,S1,1,0,2700,1948,W2,N,1976,27600,S,MIN,,DC,SW,SD,,,,,N,N,N,N,IP,I,I,I,NE,26650,G,P,P,,,,,,,,,950,R,103,33,103,33,,,W,,W,M,,,W,W,SF,SW,SW,9.87,2.0456,1.19099,2.4363,67241.9,64927.4,0,0,0,0,0,0,0,2314.48,5,,,,1,69,28,3.332204510175204,0,2,2,W2,M,3,6,6,N,Small,0,Hillsborough County,011,6,6,6,7,5,19,19,19,20,18,11,11,11,12,10,34,34,34,40,28,2,2,2,2,2,5,5,5,6,4,6.5469101558786775,1666728,24214220196.479755,19.76637823068466,1731307,24214220010.42407,11.352473019495037,1585473,24214219973.097168,37.40999148587918,1949307,24214219979.93257,2,1316470,24214219968.961292,5.949977443829071,1386672,24214219972.5301,6.748275676996923,512226,2310825117.165786,19.999884592004012,418064,2310825224.975188,11.749839241931182,483748,2310825101.0949044,39.22813255435573,544197,2310825195.280066,2,400721,2310825111.781994,5.999995454597066,407538,2310825117.1224704,2,L,64927.395000000004,57530.00765105059,108396.82683250352,219534780.432825,52219.39039610861,103616.90171112683,1.669508330536032,1.926637376718728,2.4286184104046056,2.803584399594119,5.232202809998725,Low Rise,Pre-1950,LS,New Hampshire,East,33,Northeast,1,New England,10,24.047183333333336,24.047183333333336,24.904400000000003,3.1800178725759083,3.1800178725759083,3.215044494687159,64927.395000000004,40.14697290092723,43.638941668749254,L:DC,2:DC,2:L
NH,1974,1975,M,DC,33011,33,HILLSBOROUGH,HILLSBOROUGH,1033,9,37,VA,1993-07-26,HILLSBOROUGH,3,S1,1,0,7000,1949,URM,N,1976,277900,S,MIN,,DC,WT,,,,,,N,N,N,N,IP,I,I,I,NE,66480,G,P,P,,,,,,,,,211420,R,150,50,150,50,24,,FS,,C,N,,,,URM,SF,SW,SW,9.5,2.0456,1.19099,2.4363,677048,161965,0,0,0,0,0,0,0,515083,5,,,,1,68,27,3.295836866004329,0,1,1,URM,M,3,6,6,N,Small,0,Hillsborough County,011,6,6,6,7,5,19,19,19,20,18,11,11,11,12,10,34,34,34,40,28,2,2,2,2,2,5,5,5,6,4,6.5469101558786775,1666728,24214220196.479755,19.76637823068466,1731307,24214220010.42407,11.352473019495037,1585473,24214219973.097168,37.40999148587918,1949307,24214219979.93257,2,1316470,24214219968.961292,5.949977443829071,1386672,24214219972.5301,6.748275676996923,512226,2310825117.165786,19.999884592004012,418064,2310825224.975188,11.749839241931182,483748,2310825101.0949044,39.22813255435573,544197,2310825195.280066,2,400721,2310825111.781994,5.999995454597066,407538,2310825117.1224704,2,L,161965.22400000002,143512.004076617,270402.2907251345,547642484.17164,130264.35547967357,258478.48501897606,1.669508330536032,1.926637376718728,2.4286184104046056,2.803584399594119,5.232202809998725,Low Rise,Pre-1950,LS,New Hampshire,East,33,Northeast,1,New England,2,23.137889142857144,23.137889142857144,96.72111,3.141471496466217,3.141471496466217,4.571831682667482,161965.22400000002,38.628898675019215,41.988825911411496,L:DC,1:DC,1:L
NH,1974,1975,M,IO,33011,33,HILLSBOROUGH,HILLSBOROUGH,1034,16,49,VA,1993-07-27,HILLSBOROUGH,3,S1,6,1,132000,1950,C3,N,1976,1568000,S,MIN,,IO,SW,SD,PB,,,,N,N,N,N,TR,I,I,I,NE,1558400,G,P,P,,,,,,,,,9600,,340,,340,,12.5,,C,C,C,M,,G,C,,SF,SW,SW,11.81,2.0456,1.19099,2.4363,3820120,3796730,0,0,0,0,0,0,0,23388.5,5,VA H-08 ,,,7,67,26,3.258096538021482,0,4,4,C3,M,3,10,10,N,Very Large,0,Hillsborough County,011,6,6,6,7,5,19,19,19,20,18,11,11,11,12,10,34,34,34,40,28,2,2,2,2,2,5,5,5,6,4,6.5469101558786775,1666728,24214220196.479755,19.76637823068466,1731307,24214220010.42407,11.352473019495037,1585473,24214219973.097168,37.40999148587918,1949307,24214219979.93257,2,1316470,24214219968.961292,5.949977443829071,1386672,24214219972.5301,6.748275676996923,512226,2310825117.165786,19.999884592004012,418064,2310825224.975188,11.749839241931182,483748,2310825101.0949044,39.22813255435573,544197,2310825195.280066,2,400721,2310825111.781994,5.999995454597066,407538,2310825117.1224704,2,L,3796729.9200000004,3364156.244780384,6338672.230235403,12837636091.0512,3053609.6807990866,6059158.7101921225,1.669508330536032,2.0995494046180454,2.4286184104046056,2.803584399594119,5.232202809998725,Mid Rise,1950-1970,IO,New Hampshire,East,33,Northeast,1,New England,6,28.763105454545457,28.763105454545457,28.940290909090912,3.359093505276238,3.359093505276238,3.36523477329832,3796729.9200000004,48.02024416845003,52.19702714218058,L:IO,4:IO,4:L
NJ,1990,1991,M,LS,34013,34,ESSEX,ESSEX,1035,11,20,GSA-NY,1993-08-02,ESSEX,3,S1,6,1,150000,1920,S5,Y,1992,17840000,S,ADD,,LS,SW,,,,,,Y,N,Y,N,TR,I,OK,I,NE,1553000,G,P,P,345000,2590000,1555000,,,,,,,OT,,,,,,,S,S,C,ST,N,G,S,,SF,SW,SW,10.35,1.0286,0.98143,1.00948,18009200,1567730,348272,2614560,1569750,0,0,0,0,0,4,1988 UBC (I=1 25) ,,,7,97,72,4.276666119016055,0,7,7,S5,M,3,2,2,Y,Very Large,0,Essex County,013,4,4,4,4,4,17,17,17,18,16,7,7,7,8,6,26,26,26,28,24,1,1,1,1,1,4,4,4,4,4,3.7373938233011272,9218229,22591373514.08749,15.280002939319125,10163042,22591371819.21996,7.266622518660673,9133048,22591374012.244976,24.664685067546525,9867075,22591374396.113304,1,8791894,22591373508.229607,3.8152348175194453,8913131,22591373508.497406,4,783969,335742314.45872337,16.000664108877245,789811,335742313.9841071,7.996483368580542,811952,335742314.4734835,24.697483426738792,870038,335742314.3985719,1,783969,335742314.45872337,4,783969,335742314.45872337,1,L,1567722.44,1389106.770230404,2617325.6735482747,5300837984.4134,1260877.7870589131,2501910.6646094136,1.669508330536032,1.05811956531685,2.54109846405621,1.9150763449409607,4.4561748089971704,Mid Rise,Pre-1950,LS,New Jersey,East,34,Northeast,1,Middle Atlantic,4,10.451482933333333,10.451482933333333,120.06082133333332,2.3467438758389165,2.3467438758389165,4.78799845882423,1567722.44,17.448837823655165,18.96653124640356,L:LS,7:LS,7:L
NJ,1991,1992,M,IO,34017,34,HUDSON,HUDSON,1036,2,8,LEOARGIRIS/WEISKOPF,1993-08-26,HUDSONCOUNTY,3,S3,12,0,145000,1899,S1,N,1993,12000000,AC,COM,35000,IO,MF,,,,,,Y,Y,Y,Y,V,I,I,I,I,2500000,G,F,F,,700000,,,,,,,,L,160,88,160,88,12,160,S,S,,M,N,F,S,,P,MF,MF,17.24,1,0.98143,0.98143,11777200,2453580,0,687003,0,0,0,0,0,0,7,BOCA 1987 ,,,12,118,94,4.543294782270004,0,5,5,S1,M,3,10,10,N,Very Large,0,Hudson County,017,4,4,4,4,4,17,17,17,18,16,8,8,8,8,8,26,26,26,28,24,1,1,1,1,1,4,4,4,4,4,3.7373938233011272,9218229,22591373514.08749,15.280002939319125,10163042,22591371819.21996,7.266622518660673,9133048,22591374012.244976,24.664685067546525,9867075,22591374396.113304,1,8791894,22591373508.229607,3.8152348175194453,8913131,22591373508.497406,4,634266,161389768.0839296,16.618669288638316,664686,161389768.12072548,8,634266,161389768.0839296,27.620144906823395,686573,161389768.170612,1,634266,161389768.0839296,4,634266,161389768.0839296,1,L,2453575,2174031.2932996377,4096263.902094945,8296113665.124999,1973345.6238484876,3915632.8328878437,1.669508330536032,,2.4430309406603214,2.54109846405621,4.984129404716532,High Rise,Pre-1950,IO,New Jersey,East,34,Northeast,1,Middle Atlantic,5,16.921206896551723,16.921206896551723,81.22179310344828,2.8285676812176788,2.8285676812176788,4.397183599131524,2453575,28.25009587651686,30.707278706520366,L:IO,5:IO,5:L
NM,1975,1976,M,DC,35001,35,BERNALILLO,BERLILLO,1037,12,33,VA,1993-07-28,BER LILLO,3,S1,2,0,66870,1932,C3,N,1977,3660000,S,MIN,,DC,SW,SF,PB,,,,N,N,N,N,,I,I,NE,I,2800000,G,P,P,,,,,,,,,766000,,320,110,320,110,,,C,C,C,N,N,,C,,SF,SW,SW,41.87,1.8867,1.25,2.35841,8631800,6603560,0,0,0,0,0,0,0,1806550,5,VA H08,,,2,85,45,3.8066624897703196,0,4,4,C3,M,3,6,6,N,Large,0,Bernalillo County,001,5.5,5.5,5.5,6,5,15,15,15,18,12,12,12,12,14,10,34,34,34,40,28,3,3,3,3,3,9,9,9,10,8,5.247920001489636,2681904,314918025833.23724,15.475145154400726,3264269,314918024527.38513,10.622108747408102,2668988,314918024411.4127,34.974817753185036,3240413,314918025996.2228,2.704060197988352,2321861,314918025582.04364,8.87363589442135,2740280,314918025693.106,5.999268267724222,684541,3023000304.7193294,17.55647653586274,776162,3023000318.5755343,12.002512989151027,708472,3023000590.843402,39.97454710237994,754078,3023000508.0333138,3.0000000000000004,662564,3023000302.2625475,9.999470800893246,691068,3023000342.077518,2,L,6603548,5851184.495605896,11024678.397094553,22328147621.78,5311059.391978412,10538528.213871943,1.669508330536032,2.659464803372559,2.7713908095396764,2.4286184104046056,5.200009219944282,Low Rise,Pre-1950,LS,New Mexico,West,35,West,4,Mountain,6,98.75202631972483,98.75202631972483,129.08300583221174,4.592611923264121,4.592611923264121,4.8604556534962375,6603548,164.8673305980941,179.20742968111702,L:DC,4:DC,4:L
NM,1975,1976,M,DC,35001,35,BERNALILLO,BERLILLO,1038,11,25,VA,1993-07-28,BER LILLO,3,S1,1,0,15357,1932,S5,N,1977,282000,S,MIN,,DC,SW,MF,EW,PB,,,N,N,N,N,,I,I,NE,I,244500,G,P,P,,,,,,,,,37590,,,,,,,,TT,,C,N,N,,S,,SF,SW,SW,15.92,1.8867,1.25,2.35841,665073,576632,0,0,0,0,0,0,0,88652.8,5,VA H08,,,1,85,45,3.8066624897703196,0,7,7,S5,M,3,6,6,N,Medium,0,Bernalillo County,001,5.5,5.5,5.5,6,5,15,15,15,18,12,12,12,12,14,10,34,34,34,40,28,3,3,3,3,3,9,9,9,10,8,5.247920001489636,2681904,314918025833.23724,15.475145154400726,3264269,314918024527.38513,10.622108747408102,2668988,314918024411.4127,34.974817753185036,3240413,314918025996.2228,2.704060197988352,2321861,314918025582.04364,8.87363589442135,2740280,314918025693.106,5.999268267724222,684541,3023000304.7193294,17.55647653586274,776162,3023000318.5755343,12.002512989151027,708472,3023000590.843402,39.97454710237994,754078,3023000508.0333138,3.0000000000000004,662564,3023000302.2625475,9.999470800893246,691068,3023000342.077518,2,L,576631.245,510933.78899130056,962690.6671748637,1949725747.6875749,463769.2933352578,920239.3386756036,1.669508330536032,2.659464803372559,2.7713908095396764,2.4286184104046056,5.200009219944282,Low Rise,Pre-1950,LS,New Mexico,West,35,West,4,Mountain,9,37.548430357491696,37.548430357491696,43.30739206876343,3.625631575938084,3.625631575938084,3.7683233379612706,576631.245,62.68741728038443,68.13994551504675,L:DC,7:DC,7:L
NM,1975,1976,M,DC,35001,35,BERNALILLO,BERLILLO,1039,12,32,VA,1993-07-28,BER LILLO,3,S1,2,0,23825,1932,C3,N,1977,301000,S,MIN,,DC,EW,PB,,,,,N,N,N,N,,I,I,NE,I,135289,G,P,P,,,,,,,,,165714,OT,145,104,145,104,13,26,C,C,C,N,N,G,C,,,SW,SW,5.68,1.8867,1.25,2.35841,709883,319068,0,0,0,0,0,0,0,390822,5,VA H08,,,2,85,45,3.8066624897703196,0,4,4,C3,M,3,6,6,N,Medium,0,Bernalillo County,001,5.5,5.5,5.5,6,5,15,15,15,18,12,12,12,12,14,10,34,34,34,40,28,3,3,3,3,3,9,9,9,10,8,5.247920001489636,2681904,314918025833.23724,15.475145154400726,3264269,314918024527.38513,10.622108747408102,2668988,314918024411.4127,34.974817753185036,3240413,314918025996.2228,2.704060197988352,2321861,314918025582.04364,8.87363589442135,2740280,314918025693.106,5.999268267724222,684541,3023000304.7193294,17.55647653586274,776162,3023000318.5755343,12.002512989151027,708472,3023000590.843402,39.97454710237994,754078,3023000508.0333138,3.0000000000000004,662564,3023000302.2625475,9.999470800893246,691068,3023000342.077518,2,L,319066.93049,282714.6068664379,532684.898451616,1078840272.7153552,256617.11217191693,509195.3369737576,1.669508330536032,2.659464803372559,2.7713908095396764,2.4286184104046056,5.200009219944282,Low Rise,Pre-1950,LS,New Mexico,West,35,West,4,Mountain,8,13.392106211542497,13.392106211542497,29.79565204616999,2.5946654446850914,2.5946654446850914,3.394362478375323,319066.93049,22.35823288359354,24.302943662308234,L:DC,4:DC,4:L
NM,1975,1976,M,DC,35001,35,BERNALILLO,BERLILLO,1040,11,25,VA,1993-07-28,BER LILLO,3,S1,1,0,5434,1932,S5,N,1977,163000,S,MIN,,DC,SW,SD,,,,,N,N,N,N,,I,OK,NE,OK,163000,G,P,P,,,,,,,,,,,,,,,,,W,,W,N,N,,S,,SF,SW,SW,30,1.8867,1.25,2.35841,384422,384422,0,0,0,0,0,0,0,0,5,,,,1,85,45,3.8066624897703196,0,7,7,S5,M,3,6,6,N,Small,0,Bernalillo County,001,5.5,5.5,5.5,6,5,15,15,15,18,12,12,12,12,14,10,34,34,34,40,28,3,3,3,3,3,9,9,9,10,8,5.247920001489636,2681904,314918025833.23724,15.475145154400726,3264269,314918024527.38513,10.622108747408102,2668988,314918024411.4127,34.974817753185036,3240413,314918025996.2228,2.704060197988352,2321861,314918025582.04364,8.87363589442135,2740280,314918025693.106,5.999268267724222,684541,3023000304.7193294,17.55647653586274,776162,3023000318.5755343,12.002512989151027,708472,3023000590.843402,39.97454710237994,754078,3023000508.0333138,3.0000000000000004,662564,3023000302.2625475,9.999470800893246,691068,3023000342.077518,2,L,384420.83,340622.5259942004,641793.7781165758,1299817165.1250498,309179.52889017184,613492.8924504025,1.669508330536032,2.659464803372559,2.7713908095396764,2.4286184104046056,5.200009219944282,Low Rise,Pre-1950,LS,New Mexico,West,35,West,4,Mountain,2,70.74361980125138,70.74361980125138,70.74361980125138,4.25906235296932,4.25906235296932,4.25906235296932,384420.83,118.10706259046299,128.37997095749884,L:DC,7:DC,7:L
NM,1975,1976,M,DC,35001,35,BERNALILLO,BERLILLO,1041,9,28,VA,1993-07-28,BER LILLO,3,S1,1,0,7574,1932,URM,N,1977,133000,S,MIN,,DC,SW,EW,WT,,,,N,N,N,N,,I,OK,NE,I,110459,G,P,P,,,,,,,,,23026,R,181,42,181,42,,,C,,C,N,N,,,URM,SF,SW,SW,14.58,1.8867,1.25,2.35841,313669,260508,0,0,0,0,0,0,0,54304.8,5,VA H-08 ,,,1,85,45,3.8066624897703196,0,1,1,URM,M,3,6,6,N,Small,0,Bernalillo County,001,5.5,5.5,5.5,6,5,15,15,15,18,12,12,12,12,14,10,34,34,34,40,28,3,3,3,3,3,9,9,9,10,8,5.247920001489636,2681904,314918025833.23724,15.475145154400726,3264269,314918024527.38513,10.622108747408102,2668988,314918024411.4127,34.974817753185036,3240413,314918025996.2228,2.704060197988352,2321861,314918025582.04364,8.87363589442135,2740280,314918025693.106,5.999268267724222,684541,3023000304.7193294,17.55647653586274,776162,3023000318.5755343,12.002512989151027,708472,3023000590.843402,39.97454710237994,754078,3023000508.0333138,3.0000000000000004,662564,3023000302.2625475,9.999470800893246,691068,3023000342.077518,2,L,260507.61019,230827.13864290417,434919.62538023834,880837449.3407845,209519.39620662265,415741.1742771718,1.669508330536032,2.659464803372559,2.7713908095396764,2.4286184104046056,5.200009219944282,Low Rise,Pre-1950,LS,New Mexico,West,35,West,4,Mountain,3,34.39498418141009,34.39498418141009,41.413853974122,3.5379107450682943,3.5379107450682943,3.7236154619088637,260507.61019,57.42271261951919,62.41731880130554,L:DC,1:DC,1:L
NM,1975,1976,M,DC,35001,35,BERNALILLO,BERLILLO,1042,9,23,VA,1993-07-28,BER LILLO,3,S1,2,0,6675,1932,S2,N,1977,43200,S,MIN,,DC,BF,SD,,,,,N,N,N,N,,I,OK,NE,I,19866,G,P,P,,,,,,,,,23329,R,86,49,86,49,,,S,S,MD,CW,N,,S,,SF,BF,BF,2.98,1.8867,1.25,2.35841,101883,46852.3,0,0,0,0,0,0,0,55019.4,5,VA H-08 ,,,2,85,45,3.8066624897703196,0,6,6,S2,M,3,6,6,N,Small,0,Bernalillo County,001,5.5,5.5,5.5,6,5,15,15,15,18,12,12,12,12,14,10,34,34,34,40,28,3,3,3,3,3,9,9,9,10,8,5.247920001489636,2681904,314918025833.23724,15.475145154400726,3264269,314918024527.38513,10.622108747408102,2668988,314918024411.4127,34.974817753185036,3240413,314918025996.2228,2.704060197988352,2321861,314918025582.04364,8.87363589442135,2740280,314918025693.106,5.999268267724222,684541,3023000304.7193294,17.55647653586274,776162,3023000318.5755343,12.002512989151027,708472,3023000590.843402,39.97454710237994,754078,3023000508.0333138,3.0000000000000004,662564,3023000302.2625475,9.999470800893246,691068,3023000342.077518,2,L,46852.17306,41514.15399632383,78220.09322738586,158418207.3765291,37681.96638608684,74770.85767742145,1.669508330536032,2.659464803372559,2.7713908095396764,2.4286184104046056,5.200009219944282,Low Rise,Pre-1950,LS,New Mexico,West,35,West,4,Mountain,3,7.0190521438202245,7.0190521438202245,15.263417528089889,1.9486281866735642,1.9486281866735642,2.7254589541304646,46852.17306,11.71836602657466,12.73762514420941,L:DC,6:DC,6:L
NM,1975,1976,M,DC,35001,35,BERNALILLO,BERLILLO,1043,12,32,VA,1993-07-28,BER LILLO,3,S1,2,1,15669,1932,C3,N,1977,629000,S,MIN,,DC,SW,,,,,,N,N,N,N,,I,OK,NE,I,341385,G,P,P,,,,,,,,,287365,R,184,43,184,43,,,C,C,C,N,N,,C,,SF,SW,SW,21.79,1.8867,1.25,2.35841,1483440,805127,0,0,0,0,0,0,0,677726,5,VA H-08 ,,,3,85,45,3.8066624897703196,0,4,4,C3,M,3,6,6,N,Medium,0,Bernalillo County,001,5.5,5.5,5.5,6,5,15,15,15,18,12,12,12,12,14,10,34,34,34,40,28,3,3,3,3,3,9,9,9,10,8,5.247920001489636,2681904,314918025833.23724,15.475145154400726,3264269,314918024527.38513,10.622108747408102,2668988,314918024411.4127,34.974817753185036,3240413,314918025996.2228,2.704060197988352,2321861,314918025582.04364,8.87363589442135,2740280,314918025693.106,5.999268267724222,684541,3023000304.7193294,17.55647653586274,776162,3023000318.5755343,12.002512989151027,708472,3023000590.843402,39.97454710237994,754078,3023000508.0333138,3.0000000000000004,662564,3023000302.2625475,9.999470800893246,691068,3023000342.077518,2,L,805125.7978500001,713395.2210830068,1344164.2266400445,2722319527.0933447,647541.4323323395,1284891.2336759549,1.669508330536032,2.659464803372559,2.7713908095396764,2.4286184104046056,5.200009219944282,Low Rise,Pre-1950,LS,New Mexico,West,35,West,4,Mountain,7,51.38335553321846,51.38335553321846,94.67355223690089,3.9393142977084286,3.9393142977084286,4.550434681744882,805125.7978500001,85.78494011360294,93.24648229177461,L:DC,4:DC,4:L
NM,1975,1976,M,DC,35001,35,BERNALILLO,BERLILLO,1044,9,23,VA,1993-07-28,BER LILLO,3,S1,4,1,75600,1951,C2,N,1977,2024000,S,MIN,,DC,SW,,,,,,N,N,N,N,,I,OK,NE,I,508138,G,P,P,,,,,,,,,1515750,R,210,44,210,44,11,45,C,C,C,N,N,,,C,SF,SW,SW,6.72,1.8867,1.25,2.35841,4773430,1198400,0,0,0,0,0,0,0,3574770,5,VA H-08 ,,,5,66,26,3.258096538021482,0,8,8,C2,M,3,6,6,N,Large,0,Bernalillo County,001,5.5,5.5,5.5,6,5,15,15,15,18,12,12,12,12,14,10,34,34,34,40,28,3,3,3,3,3,9,9,9,10,8,5.247920001489636,2681904,314918025833.23724,15.475145154400726,3264269,314918024527.38513,10.622108747408102,2668988,314918024411.4127,34.974817753185036,3240413,314918025996.2228,2.704060197988352,2321861,314918025582.04364,8.87363589442135,2740280,314918025693.106,5.999268267724222,684541,3023000304.7193294,17.55647653586274,776162,3023000318.5755343,12.002512989151027,708472,3023000590.843402,39.97454710237994,754078,3023000508.0333138,3.0000000000000004,662564,3023000302.2625475,9.999470800893246,691068,3023000342.077518,2,L,1198397.74058,1061860.4240100675,2000735.0111938687,4052064384.3700156,963839.677614688,1912509.517693022,1.669508330536032,2.659464803372559,2.7713908095396764,2.4286184104046056,5.200009219944282,Mid Rise,1950-1970,LS,New Mexico,West,35,West,4,Mountain,6,15.851821965343914,15.851821965343914,63.14050052910053,2.763284444211872,2.763284444211872,4.145362410388582,1198397.74058,26.46474882531572,28.766642832973833,L:DC,8:DC,8:L
NM,1975,1976,M,DC,35001,35,BERNALILLO,BERLILLO,1045,9,27,VA,1993-07-28,BER LILLO,3,S1,1,0,3700,1938,URM,N,1977,67650,S,MIN,,DC,SW,EW,SD,WT,,,N,N,N,N,,I,OK,NE,OK,67650,G,P,P,,,,,,,,,,,,,,,,,W,,W,N,N,P,W,URM,SF,SW,SW,18.28,1.8867,1.25,2.35841,159547,159547,0,0,0,0,0,0,0,0,5,VA H-08 ,,,1,79,39,3.6635616461296463,0,1,1,URM,M,3,6,6,N,Small,0,Bernalillo County,001,5.5,5.5,5.5,6,5,15,15,15,18,12,12,12,12,14,10,34,34,34,40,28,3,3,3,3,3,9,9,9,10,8,5.247920001489636,2681904,314918025833.23724,15.475145154400726,3264269,314918024527.38513,10.622108747408102,2668988,314918024411.4127,34.974817753185036,3240413,314918025996.2228,2.704060197988352,2321861,314918025582.04364,8.87363589442135,2740280,314918025693.106,5.999268267724222,684541,3023000304.7193294,17.55647653586274,776162,3023000318.5755343,12.002512989151027,708472,3023000590.843402,39.97454710237994,754078,3023000508.0333138,3.0000000000000004,662564,3023000302.2625475,9.999470800893246,691068,3023000342.077518,2,L,159546.4365,141368.79683133532,266364.1048440881,539463995.2190775,128318.98852404986,254618.36916729892,1.669508330536032,2.659464803372559,2.7713908095396764,2.4286184104046056,5.200009219944282,Low Rise,Pre-1950,LS,New Mexico,West,35,West,4,Mountain,7,43.12065851351352,43.12065851351352,43.12065851351352,3.7640021981333316,3.7640021981333316,3.7640021981333316,159546.4365,71.9902986065103,78.25198799814831,L:DC,1:DC,1:L
